"","X","trial_type","stimulus","response","left_image","right_image","correct_response","correct","sound","vowel_type","congruent","voicing","ID"
"518",48,"bouba-kiki","sound/didi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/i/","incongruent","voiced","bkp016"
"519",49,"bouba-kiki","sound/didi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/i/","incongruent","voiced","bkp016"
"520",50,"bouba-kiki","sound/SASA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/a/","congruent","unvoiced","bkp016"
"521",51,"bouba-kiki","sound/LALA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","voiced","bkp016"
"522",52,"bouba-kiki","sound/didi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","voiced","bkp016"
"523",53,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","voiced","bkp016"
"524",54,"bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/a/","incongruent","unvoiced","bkp016"
"525",55,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp016"
"526",56,"bouba-kiki","sound/fifi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/i/","incongruent","unvoiced","bkp016"
"527",57,"bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","voiced","bkp016"
"528",58,"bouba-kiki","sound/lili.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/i/","congruent","voiced","bkp016"
"529",59,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","voiced","bkp016"
"530",60,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/a/","incongruent","voiced","bkp016"
"531",61,"bouba-kiki","sound/KAKA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/a/","incongruent","unvoiced","bkp016"
"532",62,"bouba-kiki","sound/lili.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","bkp016"
"533",63,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp016"
"534",64,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","bkp016"
"535",1,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","bkp018"
"536",2,"bouba-kiki","sound/didi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","voiced","bkp018"
"537",3,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp018"
"538",4,"bouba-kiki","sound/TATA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","bkp018"
"539",5,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp018"
"540",6,"bouba-kiki","sound/sisi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/i/","incongruent","unvoiced","bkp018"
"541",7,"bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","bkp018"
"542",8,"bouba-kiki","sound/sisi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","unvoiced","bkp018"
"543",9,"bouba-kiki","sound/DADA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","bkp018"
"544",10,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","voiced","bkp018"
"545",11,"bouba-kiki","sound/didi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",0,"curved","/i/","incongruent","voiced","bkp018"
"546",12,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","voiced","bkp018"
"547",13,"bouba-kiki","sound/lili.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","bkp018"
"548",14,"bouba-kiki","sound/KAKA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/a/","incongruent","unvoiced","bkp018"
"549",15,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","voiced","bkp018"
"550",16,"bouba-kiki","sound/lili.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","bkp018"
"551",17,"bouba-kiki","sound/ZAZA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/a/","incongruent","voiced","bkp018"
"552",18,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","voiced","bkp018"
"553",19,"bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","voiced","bkp018"
"554",20,"bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","bkp018"
"555",21,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",0,"angular","/a/","incongruent","voiced","bkp018"
"556",22,"bouba-kiki","sound/didi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","voiced","bkp018"
"557",23,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp018"
"558",24,"bouba-kiki","sound/lili.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","voiced","bkp018"
"559",25,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","bkp018"
"560",26,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","bkp018"
"561",27,"bouba-kiki","sound/ZAZA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","voiced","bkp018"
"562",28,"bouba-kiki","sound/TATA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/a/","incongruent","unvoiced","bkp018"
"563",29,"bouba-kiki","sound/didi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","voiced","bkp018"
"564",30,"bouba-kiki","sound/ZAZA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/a/","incongruent","voiced","bkp018"
"565",31,"bouba-kiki","sound/fifi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/i/","incongruent","unvoiced","bkp018"
"566",32,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",0,"angular","/a/","incongruent","voiced","bkp018"
"567",33,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","bkp018"
"568",34,"bouba-kiki","sound/mimi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/i/","incongruent","voiced","bkp018"
"569",35,"bouba-kiki","sound/fifi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/i/","incongruent","unvoiced","bkp018"
"570",36,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","unvoiced","bkp018"
"571",37,"bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/i/","incongruent","voiced","bkp018"
"572",38,"bouba-kiki","sound/MAMA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","voiced","bkp018"
"573",39,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp018"
"574",40,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","voiced","bkp018"
"575",41,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp018"
"576",42,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","bkp018"
"577",43,"bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","bkp018"
"578",44,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","unvoiced","bkp018"
"579",45,"bouba-kiki","sound/lili.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","voiced","bkp018"
"580",46,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/a/","incongruent","voiced","bkp018"
"581",47,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp018"
"582",48,"bouba-kiki","sound/mimi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",0,"curved","/i/","incongruent","voiced","bkp018"
"583",49,"bouba-kiki","sound/KAKA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/a/","incongruent","unvoiced","bkp018"
"584",50,"bouba-kiki","sound/sisi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","unvoiced","bkp018"
"585",51,"bouba-kiki","sound/KAKA.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/a/","incongruent","unvoiced","bkp018"
"586",52,"bouba-kiki","sound/fifi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",0,"curved","/i/","incongruent","unvoiced","bkp018"
"587",53,"bouba-kiki","sound/TATA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","unvoiced","bkp018"
"588",54,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp018"
"589",55,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp018"
"590",56,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/a/","congruent","unvoiced","bkp018"
"591",57,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","bkp018"
"592",58,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp018"
"593",59,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp018"
"594",60,"bouba-kiki","sound/fifi.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/i/","incongruent","unvoiced","bkp018"
"595",61,"bouba-kiki","sound/TATA.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",0,"angular","/a/","incongruent","unvoiced","bkp018"
"596",62,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp018"
"597",63,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","bkp018"
"598",64,"bouba-kiki","sound/ZAZA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/a/","incongruent","voiced","bkp018"
"599",1,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","bkp019"
"600",2,"bouba-kiki","sound/lili.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/i/","congruent","voiced","bkp019"
"601",3,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","bkp019"
"602",4,"bouba-kiki","sound/zizi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",0,"angular","/i/","congruent","voiced","bkp019"
"603",5,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","unvoiced","bkp019"
"604",6,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/a/","incongruent","unvoiced","bkp019"
"605",7,"bouba-kiki","sound/SASA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",0,"curved","/a/","congruent","unvoiced","bkp019"
"606",8,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","bkp019"
"607",9,"bouba-kiki","sound/LALA.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","voiced","bkp019"
"608",10,"bouba-kiki","sound/MAMA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",0,"curved","/a/","congruent","voiced","bkp019"
"609",11,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/i/","congruent","voiced","bkp019"
"610",12,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","bkp019"
"611",13,"bouba-kiki","sound/kiki.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",0,"angular","/i/","congruent","unvoiced","bkp019"
"612",14,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",0,"angular","/i/","congruent","voiced","bkp019"
"613",15,"bouba-kiki","sound/LALA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","z",0,"angular","/a/","incongruent","voiced","bkp019"
"614",16,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","voiced","bkp019"
"615",17,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","voiced","bkp019"
"616",18,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","voiced","bkp019"
"617",19,"bouba-kiki","sound/fifi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","bkp019"
"618",20,"bouba-kiki","sound/kiki.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","bkp019"
"619",21,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp019"
"620",22,"bouba-kiki","sound/SASA.wav","z","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/a/","congruent","unvoiced","bkp019"
"621",23,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","voiced","bkp019"
"622",24,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","bkp019"
"623",25,"bouba-kiki","sound/KAKA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/a/","incongruent","unvoiced","bkp019"
"624",26,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/i/","congruent","unvoiced","bkp019"
"625",27,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","voiced","bkp019"
"626",28,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp019"
"627",29,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",1,"angular","/i/","congruent","voiced","bkp019"
"628",30,"bouba-kiki","sound/DADA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","bkp019"
"629",31,"bouba-kiki","sound/lili.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/i/","congruent","voiced","bkp019"
"630",32,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","bkp019"
"631",33,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","m",1,"angular","/a/","incongruent","unvoiced","bkp019"
"632",34,"bouba-kiki","sound/sisi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","bkp019"
"633",35,"bouba-kiki","sound/sisi.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/i/","incongruent","unvoiced","bkp019"
"634",36,"bouba-kiki","sound/TATA.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","unvoiced","bkp019"
"635",37,"bouba-kiki","sound/didi.wav","z","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",1,"curved","/i/","incongruent","voiced","bkp019"
"636",38,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp019"
"637",39,"bouba-kiki","sound/FAFA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/a/","congruent","unvoiced","bkp019"
"638",40,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","z",1,"curved","/i/","incongruent","unvoiced","bkp019"
"639",41,"bouba-kiki","sound/ZAZA.wav","z","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/a/","incongruent","voiced","bkp019"
"640",42,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","voiced","bkp019"
"641",43,"bouba-kiki","sound/mimi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","voiced","bkp019"
"642",44,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L_R.png""]","m",0,"angular","/a/","incongruent","voiced","bkp019"
"643",45,"bouba-kiki","sound/mimi.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/i/","incongruent","voiced","bkp019"
"644",46,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","bkp019"
"645",47,"bouba-kiki","sound/KAKA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","bkp019"
"646",48,"bouba-kiki","sound/titi.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S_R.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp019"
"647",49,"bouba-kiki","sound/ZAZA.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/a/","incongruent","voiced","bkp019"
"648",50,"bouba-kiki","sound/titi.wav","m","[""img/bouba_7_L.png""]","[""img/kiki_7_L_R.png""]","m",1,"angular","/i/","congruent","unvoiced","bkp019"
"649",51,"bouba-kiki","sound/MAMA.wav","m","[""img/kiki_7_S_R.png""]","[""img/bouba_7_S_R.png""]","m",1,"curved","/a/","congruent","voiced","bkp019"
"650",52,"bouba-kiki","sound/zizi.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/i/","congruent","voiced","bkp019"
"651",53,"bouba-kiki","sound/SASA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L_R.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp019"
"652",54,"bouba-kiki","sound/fifi.wav","z","[""img/bouba_7_L.png""]","[""img/kiki_7_L.png""]","z",1,"curved","/i/","incongruent","unvoiced","bkp019"
"653",55,"bouba-kiki","sound/LALA.wav","z","[""img/bouba_7_L_R.png""]","[""img/kiki_7_L.png""]","m",0,"angular","/a/","incongruent","voiced","bkp019"
"654",56,"bouba-kiki","sound/kiki.wav","z","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","z",1,"angular","/i/","congruent","unvoiced","bkp019"
"655",57,"bouba-kiki","sound/FAFA.wav","m","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",1,"curved","/a/","congruent","unvoiced","bkp019"
"656",58,"bouba-kiki","sound/TATA.wav","m","[""img/bouba_7_S_R.png""]","[""img/kiki_7_S_R.png""]","m",1,"angular","/a/","incongruent","unvoiced","bkp019"
"657",59,"bouba-kiki","sound/zizi.wav","z","[""img/kiki_7_L_R.png""]","[""img/bouba_7_L.png""]","z",1,"angular","/i/","congruent","voiced","bkp019"
"658",60,"bouba-kiki","sound/didi.wav","m","[""img/kiki_7_S.png""]","[""img/bouba_7_S.png""]","m",1,"curved","/i/","incongruent","voiced","bkp019"
"659",61,"bouba-kiki","sound/DADA.wav","m","[""img/bouba_7_S.png""]","[""img/kiki_7_S.png""]","z",0,"curved","/a/","congruent","voiced","bkp019"
"660",62,"bouba-kiki","sound/sisi.wav","z","[""img/kiki_7_L.png""]","[""img/bouba_7_L.png""]","m",0,"curved","/i/","incongruent","unvoiced","bkp019"
