"","X","trial_num","image_ID_targets","image_ID_pairs","response_pairs","ID","target_global","target_local","target_number","target_spacing","target_confound","pair_left_global","pair_left_local","pair_left_number","pair_right_global","pair_right_local","pair_right_number","Age","Range","choice","choice_number"
"1660",21,21,"7.png","1.png","m","blg137","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1661",22,22,"1.png","1.png","z","blg137","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1662",23,23,"7_R.png","1_R.png","z","blg137","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1663",24,24,"3.png","1.png","m","blg137","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1664",1,1,"4.png","2.png","z","blg138","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1665",2,2,"6_R.png","2_R.png","m","blg138","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1666",3,3,"12_R.png","4_R.png","m","blg138","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1667",4,4,"10.png","4.png","m","blg138","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1668",5,5,"4_R.png","2_R.png","m","blg138","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1669",6,6,"11_R.png","3_R.png","z","blg138","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1670",7,7,"1_R.png","1_R.png","m","blg138","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1671",8,8,"6.png","2.png","m","blg138","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1672",9,9,"5_R.png","1_R.png","z","blg138","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1673",10,10,"9.png","3.png","z","blg138","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1674",11,11,"2.png","2.png","m","blg138","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1675",12,12,"11.png","3.png","z","blg138","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1676",13,13,"2_R.png","2_R.png","z","blg138","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1677",14,14,"9_R.png","3_R.png","m","blg138","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1678",15,15,"3_R.png","1_R.png","m","blg138","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1679",16,16,"7_R.png","1_R.png","m","blg138","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1680",17,17,"7.png","1.png","z","blg138","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1681",18,18,"3.png","1.png","z","blg138","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1682",19,19,"8.png","2.png","z","blg138","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1683",20,20,"8_R.png","2_R.png","m","blg138","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1684",21,21,"12.png","4.png","z","blg138","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1685",22,22,"5.png","1.png","z","blg138","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1686",23,23,"10_R.png","4_R.png","m","blg138","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1687",24,24,"1.png","1.png","m","blg138","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1688",1,1,"12_R.png","4_R.png","z","blg139","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1689",2,2,"11_R.png","3_R.png","m","blg139","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1690",3,3,"8.png","2.png","m","blg139","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1691",4,4,"1_R.png","1_R.png","m","blg139","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1692",5,5,"7.png","1.png","m","blg139","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1693",6,6,"7_R.png","1_R.png","z","blg139","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1694",7,7,"6.png","2.png","z","blg139","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1695",8,8,"10_R.png","4_R.png","m","blg139","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1696",9,9,"3.png","1.png","m","blg139","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1697",10,10,"3_R.png","1_R.png","z","blg139","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1698",11,11,"2_R.png","2_R.png","m","blg139","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1699",12,12,"11.png","3.png","z","blg139","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1700",13,13,"1.png","1.png","z","blg139","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1701",14,14,"5.png","1.png","z","blg139","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1702",15,15,"2.png","2.png","z","blg139","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1703",16,16,"9.png","3.png","m","blg139","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1704",17,17,"4_R.png","2_R.png","z","blg139","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1705",18,18,"6_R.png","2_R.png","m","blg139","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1706",19,19,"9_R.png","3_R.png","z","blg139","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1707",20,20,"10.png","4.png","z","blg139","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1708",21,21,"4.png","2.png","m","blg139","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1709",22,22,"12.png","4.png","m","blg139","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1710",23,23,"8_R.png","2_R.png","z","blg139","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1711",24,24,"5_R.png","1_R.png","m","blg139","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1712",1,1,"2_R.png","2_R.png","m","blg140","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1713",2,2,"7_R.png","1_R.png","z","blg140","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1714",3,3,"5_R.png","1_R.png","m","blg140","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1715",4,4,"12_R.png","4_R.png","z","blg140","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1716",5,5,"4.png","2.png","m","blg140","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1717",6,6,"9.png","3.png","m","blg140","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1718",7,7,"4_R.png","2_R.png","z","blg140","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1719",8,8,"2.png","2.png","m","blg140","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1720",9,9,"10_R.png","4_R.png","m","blg140","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1721",10,10,"8_R.png","2_R.png","z","blg140","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1722",11,11,"1_R.png","1_R.png","m","blg140","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1723",12,12,"3_R.png","1_R.png","z","blg140","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1724",13,13,"11_R.png","3_R.png","m","blg140","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1725",14,14,"8.png","2.png","m","blg140","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1726",15,15,"10.png","4.png","z","blg140","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1727",16,16,"3.png","1.png","m","blg140","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1728",17,17,"5.png","1.png","z","blg140","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1729",18,18,"1.png","1.png","z","blg140","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1730",19,19,"7.png","1.png","m","blg140","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1731",20,20,"6_R.png","2_R.png","m","blg140","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1732",21,21,"6.png","2.png","z","blg140","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1733",22,22,"9_R.png","3_R.png","z","blg140","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1734",23,23,"12.png","4.png","m","blg140","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1735",24,24,"11.png","3.png","z","blg140","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1736",1,1,"9.png","3.png","m","blg141","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1737",2,2,"7.png","1.png","z","blg141","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1738",3,3,"6_R.png","2_R.png","m","blg141","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1739",4,4,"7_R.png","1_R.png","m","blg141","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1740",5,5,"3_R.png","1_R.png","m","blg141","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1741",6,6,"5_R.png","1_R.png","z","blg141","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1742",7,7,"9_R.png","3_R.png","m","blg141","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1743",8,8,"5.png","1.png","m","blg141","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1744",9,9,"12.png","4.png","m","blg141","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1745",10,10,"2.png","2.png","m","blg141","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1746",11,11,"4.png","2.png","z","blg141","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1747",12,12,"11_R.png","3_R.png","z","blg141","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1748",13,13,"8_R.png","2_R.png","m","blg141","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1749",14,14,"11.png","3.png","m","blg141","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1750",15,15,"4_R.png","2_R.png","z","blg141","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1751",16,16,"10.png","4.png","m","blg141","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1752",17,17,"10_R.png","4_R.png","z","blg141","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1753",18,18,"1.png","1.png","m","blg141","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1754",19,19,"2_R.png","2_R.png","z","blg141","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1755",20,20,"3.png","1.png","z","blg141","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1756",21,21,"8.png","2.png","m","blg141","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1757",22,22,"1_R.png","1_R.png","m","blg141","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1758",23,23,"6.png","2.png","m","blg141","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1759",24,24,"12_R.png","4_R.png","z","blg141","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1760",1,1,"5_R.png","1_R.png","m","blg142","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1761",2,2,"2_R.png","2_R.png","m","blg142","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1762",3,3,"5.png","1.png","z","blg142","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1763",4,4,"7_R.png","1_R.png","m","blg142","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1764",5,5,"10_R.png","4_R.png","z","blg142","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1765",6,6,"11_R.png","3_R.png","z","blg142","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1766",7,7,"12_R.png","4_R.png","m","blg142","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1767",8,8,"3_R.png","1_R.png","m","blg142","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1768",9,9,"12.png","4.png","z","blg142","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1769",10,10,"4_R.png","2_R.png","m","blg142","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1770",11,11,"8_R.png","2_R.png","m","blg142","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1771",12,12,"8.png","2.png","z","blg142","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1772",13,13,"6.png","2.png","m","blg142","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1773",14,14,"9_R.png","3_R.png","m","blg142","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1774",15,15,"2.png","2.png","m","blg142","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1775",16,16,"11.png","3.png","m","blg142","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1776",17,17,"3.png","1.png","z","blg142","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1777",18,18,"4.png","2.png","z","blg142","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1778",19,19,"9.png","3.png","z","blg142","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1779",20,20,"10.png","4.png","m","blg142","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1780",21,21,"1_R.png","1_R.png","z","blg142","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1781",22,22,"1.png","1.png","m","blg142","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1782",23,23,"6_R.png","2_R.png","z","blg142","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1783",24,24,"7.png","1.png","z","blg142","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1784",1,1,"1.png","1.png","z","blg143","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1785",2,2,"4.png","2.png","m","blg143","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1786",3,3,"7_R.png","1_R.png","z","blg143","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1787",4,4,"3_R.png","1_R.png","z","blg143","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1788",5,5,"5.png","1.png","z","blg143","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1789",6,6,"7.png","1.png","m","blg143","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1790",7,7,"12_R.png","4_R.png","z","blg143","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1791",8,8,"8.png","2.png","m","blg143","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1792",9,9,"12.png","4.png","m","blg143","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1793",10,10,"3.png","1.png","m","blg143","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1794",11,11,"2.png","2.png","m","blg143","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1795",12,12,"2_R.png","2_R.png","m","blg143","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1796",13,13,"9_R.png","3_R.png","z","blg143","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1797",14,14,"11.png","3.png","z","blg143","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1798",15,15,"10_R.png","4_R.png","m","blg143","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1799",16,16,"4_R.png","2_R.png","z","blg143","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1800",17,17,"10.png","4.png","m","blg143","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1801",18,18,"8_R.png","2_R.png","m","blg143","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1802",19,19,"5_R.png","1_R.png","m","blg143","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1803",20,20,"1_R.png","1_R.png","m","blg143","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1804",21,21,"9.png","3.png","m","blg143","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1805",22,22,"6.png","2.png","z","blg143","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1806",23,23,"11_R.png","3_R.png","m","blg143","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1807",24,24,"6_R.png","2_R.png","m","blg143","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1808",1,1,"9.png","3.png","m","blg144","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1809",2,2,"11_R.png","3_R.png","m","blg144","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1810",3,3,"10.png","4.png","z","blg144","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1811",4,4,"2_R.png","2_R.png","m","blg144","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1812",5,5,"2.png","2.png","z","blg144","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1813",6,6,"12_R.png","4_R.png","z","blg144","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1814",7,7,"3_R.png","1_R.png","z","blg144","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1815",8,8,"4_R.png","2_R.png","z","blg144","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1816",9,9,"1_R.png","1_R.png","m","blg144","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1817",10,10,"6_R.png","2_R.png","m","blg144","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1818",11,11,"3.png","1.png","m","blg144","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1819",13,13,"4.png","2.png","m","blg144","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1820",14,14,"9_R.png","3_R.png","m","blg144","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1821",15,15,"8_R.png","2_R.png","z","blg144","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1822",16,16,"11.png","3.png","z","blg144","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1823",17,17,"7.png","1.png","m","blg144","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1824",18,18,"7_R.png","1_R.png","z","blg144","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1825",19,19,"10_R.png","4_R.png","m","blg144","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1826",20,20,"1.png","1.png","z","blg144","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1827",21,21,"8.png","2.png","z","blg144","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1828",22,22,"12.png","4.png","m","blg144","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1829",23,23,"6.png","2.png","z","blg144","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1830",24,24,"5_R.png","1_R.png","m","blg144","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1831",1,1,"6.png","2.png","z","blg146","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1832",2,2,"8_R.png","2_R.png","z","blg146","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1833",3,3,"4.png","2.png","z","blg146","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1834",4,4,"11_R.png","3_R.png","z","blg146","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1835",5,5,"12.png","4.png","z","blg146","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1836",6,6,"4_R.png","2_R.png","m","blg146","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1837",7,7,"10.png","4.png","m","blg146","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1838",8,8,"12_R.png","4_R.png","m","blg146","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1839",9,9,"1.png","1.png","m","blg146","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1840",10,10,"10_R.png","4_R.png","z","blg146","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1841",11,11,"5_R.png","1_R.png","m","blg146","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1842",12,12,"5.png","1.png","m","blg146","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1843",13,13,"1_R.png","1_R.png","m","blg146","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1844",14,14,"2_R.png","2_R.png","m","blg146","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1845",15,15,"7_R.png","1_R.png","m","blg146","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1846",16,16,"9.png","3.png","m","blg146","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1847",17,17,"9_R.png","3_R.png","z","blg146","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1848",18,18,"8.png","2.png","z","blg146","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1849",19,19,"7.png","1.png","z","blg146","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1850",20,20,"11.png","3.png","m","blg146","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1851",21,21,"2.png","2.png","m","blg146","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1852",22,22,"6_R.png","2_R.png","m","blg146","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
