"","X","trial_num","image_ID_targets","image_ID_pairs","response_pairs","ID","target_global","target_local","target_number","target_spacing","target_confound","pair_left_global","pair_left_local","pair_left_number","pair_right_global","pair_right_local","pair_right_number","Age","Range","choice","choice_number"
"1853",23,23,"3_R.png","1_R.png","z","blg146","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1854",24,24,"3.png","1.png","z","blg146","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1855",5,5,"9.png","3.png","m","blg148","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1856",6,6,"2.png","2.png","z","blg148","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1857",7,7,"3_R.png","1_R.png","z","blg148","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1858",8,8,"1_R.png","1_R.png","m","blg148","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1859",9,9,"12_R.png","4_R.png","z","blg148","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1860",10,10,"8_R.png","2_R.png","z","blg148","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1861",11,11,"10.png","4.png","z","blg148","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1862",12,12,"1.png","1.png","m","blg148","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1863",13,13,"6_R.png","2_R.png","m","blg148","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","local",0
"1864",14,14,"5_R.png","1_R.png","z","blg148","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1865",15,15,"6.png","2.png","m","blg148","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1866",16,16,"8.png","2.png","z","blg148","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1867",17,17,"4_R.png","2_R.png","m","blg148","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1868",18,18,"11.png","3.png","z","blg148","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1869",19,19,"9_R.png","3_R.png","m","blg148","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1870",20,20,"7.png","1.png","z","blg148","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1871",21,21,"5.png","1.png","m","blg148","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1872",22,22,"10_R.png","4_R.png","m","blg148","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1873",23,23,"11_R.png","3_R.png","m","blg148","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","local",0
"1874",24,24,"7_R.png","1_R.png","m","blg148","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1875",1,1,"10_R.png","4_R.png","m","blg149","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1876",2,2,"7.png","1.png","m","blg149","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1877",3,3,"4.png","2.png","z","blg149","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1878",4,4,"12.png","4.png","z","blg149","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1879",5,5,"2_R.png","2_R.png","z","blg149","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1880",6,6,"8.png","2.png","z","blg149","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1881",7,7,"5_R.png","1_R.png","z","blg149","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1882",8,8,"2.png","2.png","m","blg149","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1883",9,9,"11.png","3.png","m","blg149","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1884",10,10,"10.png","4.png","z","blg149","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","local",0
"1885",11,11,"12_R.png","4_R.png","m","blg149","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1886",12,12,"6_R.png","2_R.png","z","blg149","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1887",13,13,"3.png","1.png","z","blg149","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1888",14,14,"7_R.png","1_R.png","z","blg149","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","local",0
"1889",15,15,"3_R.png","1_R.png","m","blg149","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1890",16,16,"11_R.png","3_R.png","z","blg149","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1891",17,17,"1.png","1.png","m","blg149","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1892",18,18,"9_R.png","3_R.png","m","blg149","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1893",19,19,"9.png","3.png","z","blg149","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1894",20,20,"5.png","1.png","m","blg149","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1895",21,21,"4_R.png","2_R.png","m","blg149","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1896",22,22,"1_R.png","1_R.png","z","blg149","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1897",23,23,"8_R.png","2_R.png","m","blg149","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1898",24,24,"6.png","2.png","m","blg149","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1899",1,1,"12_R.png","4_R.png","m","blg150","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1900",2,2,"6.png","2.png","z","blg150","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1901",3,3,"10_R.png","4_R.png","m","blg150","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1902",4,4,"1.png","1.png","z","blg150","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1903",5,5,"9.png","3.png","z","blg150","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1904",6,6,"10.png","4.png","m","blg150","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1905",7,7,"7.png","1.png","z","blg150","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1906",8,8,"6_R.png","2_R.png","z","blg150","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1907",9,9,"1_R.png","1_R.png","z","blg150","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1908",10,10,"2_R.png","2_R.png","z","blg150","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1909",11,11,"12.png","4.png","z","blg150","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1910",12,12,"5.png","1.png","m","blg150","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1911",13,13,"4_R.png","2_R.png","m","blg150","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1912",14,14,"7_R.png","1_R.png","m","blg150","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1913",15,15,"8.png","2.png","z","blg150","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1914",16,16,"8_R.png","2_R.png","m","blg150","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1915",17,17,"2.png","2.png","m","blg150","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1916",18,18,"3.png","1.png","z","blg150","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1917",19,19,"3_R.png","1_R.png","m","blg150","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1918",20,20,"9_R.png","3_R.png","m","blg150","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1919",21,21,"5_R.png","1_R.png","z","blg150","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1920",22,22,"11.png","3.png","z","blg150","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1921",23,23,"4.png","2.png","z","blg150","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1922",24,24,"11_R.png","3_R.png","z","blg150","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1923",1,1,"3.png","1.png","m","blg151","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1924",2,2,"8.png","2.png","m","blg151","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","local",0
"1925",3,3,"6.png","2.png","m","blg151","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1926",4,4,"12_R.png","4_R.png","z","blg151","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","local",0
"1927",5,5,"8_R.png","2_R.png","m","blg151","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1928",6,6,"5_R.png","1_R.png","z","blg151","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1929",7,7,"9_R.png","3_R.png","m","blg151","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1930",8,8,"12.png","4.png","z","blg151","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1931",9,9,"2_R.png","2_R.png","z","blg151","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1932",10,10,"3_R.png","1_R.png","m","blg151","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1933",11,11,"7_R.png","1_R.png","m","blg151","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1934",12,12,"2.png","2.png","m","blg151","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1935",13,13,"4.png","2.png","z","blg151","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1936",14,14,"4_R.png","2_R.png","m","blg151","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1937",15,15,"6_R.png","2_R.png","z","blg151","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1938",16,16,"1.png","1.png","m","blg151","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1939",17,17,"10.png","4.png","m","blg151","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1940",18,18,"7.png","1.png","z","blg151","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1941",19,19,"5.png","1.png","m","blg151","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1942",20,20,"11_R.png","3_R.png","z","blg151","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1943",21,21,"9.png","3.png","z","blg151","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1944",22,22,"1_R.png","1_R.png","z","blg151","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1945",23,23,"11.png","3.png","z","blg151","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","local",0
"1946",24,24,"10_R.png","4_R.png","z","blg151","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"Adult","Adult","global",1
"1947",1,1,"1.png","1.png","z","blg152","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","local",0
"1948",2,2,"6_R.png","2_R.png","z","blg152","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1949",3,3,"5_R.png","1_R.png","z","blg152","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1950",4,4,"7_R.png","1_R.png","m","blg152","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1951",5,5,"7.png","1.png","z","blg152","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1952",6,6,"11_R.png","3_R.png","z","blg152","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"Adult","Adult","global",1
"1953",7,7,"8.png","2.png","z","blg152","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1954",8,8,"11.png","3.png","m","blg152","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1955",9,9,"3.png","1.png","z","blg152","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"Adult","Adult","global",1
"1956",10,10,"6.png","2.png","m","blg152","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1957",11,11,"10.png","4.png","m","blg152","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"Adult","Adult","global",1
"1958",12,12,"1_R.png","1_R.png","z","blg152","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1959",13,13,"3_R.png","1_R.png","m","blg152","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"Adult","Adult","global",1
"1960",14,14,"8_R.png","2_R.png","m","blg152","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"Adult","Adult","global",1
"1961",15,15,"9.png","3.png","z","blg152","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"Adult","Adult","global",1
"1962",16,16,"2.png","2.png","m","blg152","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
"1963",17,17,"4.png","2.png","z","blg152","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"Adult","Adult","global",1
